I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,Label
0.0,3442,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,74,271,1158,1559,3,6,1141,8,0,349,290,1431,604,13,828,409,2,357,0,0,1955,0,7,916,0,0,0
0.0,0,41.0,0.0,17678.0,448.0,4.0,17.0,524.0,0.0,3.0,0.0,31.0,0,4,721,1650,3,5,1481,2,1,1030,101,2078,1183,2,845,1362,8,439,37,3,2027,0,0,982,29,653,0
3.0,6,3.0,34.0,4.0,27.0,3.0,33.0,34.0,1.0,1.0,0.0,15.0,0,2,1158,1559,3,5,372,23,1,349,416,1431,1135,13,750,409,0,129,0,0,1955,0,0,916,0,0,0
0.0,2,1.0,0.0,15124.0,701.0,1.0,0.0,33.0,0.0,1.0,0.0,0.0,0,244,6,1890,3,4,1161,2,1,349,25,439,247,13,251,883,7,769,37,3,574,0,8,995,29,1,0
8.0,699,0.0,0.0,11.0,0.0,495.0,11.0,55.0,2.0,29.0,11.0,0.0,45,42,1680,1559,15,4,551,16,1,94,1055,2023,627,13,250,136,8,530,0,0,1049,0,0,916,0,0,0
0.0,10,0.0,0.0,18574.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0,126,2010,142,3,4,732,16,1,1512,1150,417,1192,2,703,722,7,119,0,0,873,0,0,1153,0,0,0
1.0,5,46.0,0.0,167.0,38.0,1.0,3.0,8.0,1.0,1.0,0.0,4.0,45,4,561,504,3,4,241,23,1,171,840,267,1156,13,187,1988,7,439,37,1,1609,0,0,1227,30,578,0
0.0,3,2.0,26.0,12025.0,0.0,0.0,44.0,26.0,0.0,0.0,0.0,26.0,69,271,1158,1559,3,4,1319,21,1,97,230,1431,604,2,247,409,8,357,0,0,1955,0,0,916,0,0,0
0.0,1,0.0,0.0,43247.0,221.0,0.0,5.0,85.0,0.0,0.0,0.0,0.0,26,143,1060,1382,15,0,530,2,1,349,894,275,468,2,863,2073,4,4,0,0,584,0,0,485,0,0,0
0.0,0,8.0,1.0,4903.0,221.0,12.0,41.0,103.0,0.0,3.0,1.0,26.0,45,13,1680,1559,3,4,1253,2,1,349,591,2023,1188,13,638,136,4,722,0,0,1049,0,0,916,0,0,0
1.0,68,6.0,23.0,79.0,46.0,4.0,11.0,943.0,1.0,2.0,0.0,38.0,0,277,32,1395,8,4,278,2,1,133,223,301,427,2,749,1787,3,150,37,1,1599,0,1,363,29,682,0
0.0,976,9.0,5.0,1450.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,37,96,992,392,20,3,1578,2,1,977,665,574,841,2,477,492,1,573,37,3,1741,0,0,773,1,318,0
0.0,14,2.0,1.0,492547.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,0,12,47,1448,3,0,1057,23,0,1048,938,2086,11,13,421,418,0,268,37,3,1932,0,0,345,29,560,0
0.0,921,1.0,3.0,1620.0,9.0,4.0,4.0,7.0,0.0,1.0,0.0,3.0,45,279,1299,1312,3,5,1778,2,1,341,854,671,612,3,823,114,8,585,0,0,1865,0,0,743,0,0,0
0.0,233,0.0,0.0,14581.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,54.0,0,156,1988,1457,3,6,972,2,1,1235,1207,2013,672,2,335,1136,1,247,0,0,2,0,0,311,0,0,0
1.0,2100,0.0,2.0,626.0,29.0,1.0,30.0,45.0,1.0,1.0,0.0,2.0,45,166,2385,484,3,4,1316,2,1,1570,361,171,253,13,445,228,8,608,37,1,1205,3,0,858,8,590,0
8.0,449,0.0,8.0,38.0,12.0,8.0,8.0,8.0,1.0,1.0,0.0,8.0,45,66,334,1513,15,5,721,8,1,1199,1002,173,113,13,343,817,8,80,0,0,1945,0,1,1150,0,0,0
30.0,327,41.0,2.0,4.0,0.0,153.0,6.0,11.0,2.0,13.0,0.0,0.0,22,164,220,1888,3,2,1441,16,1,527,818,811,822,0,1076,1898,8,272,168,2,429,3,0,625,31,826,1
2.0,230,5.0,6.0,18.0,6.0,2.0,6.0,6.0,1.0,1.0,0.0,6.0,0,164,1896,147,3,2,876,2,1,672,933,11,698,2,460,1476,0,514,33,2,1823,5,2,363,31,776,0
0.0,0,10.0,27.0,12284.0,181.0,2.0,37.0,144.0,0.0,2.0,0.0,27.0,45,13,1158,1559,3,5,1911,23,1,660,768,1431,643,13,928,409,0,142,0,0,1955,0,5,916,0,0,0
3.0,-1,0.0,0.0,709.0,6.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,0,54,2065,1189,3,6,745,2,1,349,1082,1354,1047,2,375,1080,0,738,0,0,1477,0,1,720,0,0,1
0.0,84,3.0,3.0,20335.0,112.0,15.0,5.0,108.0,0.0,1.0,0.0,3.0,82,66,0,0,3,0,1158,26,1,487,312,0,968,2,552,0,8,278,0,0,0,0,0,0,0,0,0
0.0,1,43.0,10.0,34613.0,0.0,0.0,16.0,50.0,0.0,0.0,0.0,15.0,22,149,946,1230,12,6,210,2,1,349,1058,1343,855,13,158,2050,5,702,120,2,2011,0,0,300,5,678,0
5.0,59,1.0,1.0,31.0,1.0,5.0,1.0,10.0,1.0,1.0,0.0,1.0,45,232,1796,1454,1,6,1866,2,1,501,1215,338,837,2,447,2124,8,333,290,3,469,0,10,233,13,579,1
0.0,3,23.0,0.0,4357.0,95.0,1.0,8.0,49.0,0.0,1.0,0.0,10.0,45,299,785,875,3,0,1571,44,1,599,108,195,250,13,1251,639,7,620,37,1,415,0,0,929,30,363,0
2.0,0,1.0,14.0,767.0,89.0,4.0,2.0,245.0,1.0,3.0,3.0,45.0,12,13,39,1457,3,4,1509,2,1,349,508,1275,801,2,559,455,6,153,0,0,2025,3,1,311,0,0,0
0.0,9,4.0,1.0,15120.0,125.0,0.0,1.0,34.0,0.0,0.0,0.0,1.0,109,96,387,518,3,3,1217,2,1,349,239,286,887,19,211,1842,8,370,311,2,1751,0,0,332,1,275,0
0.0,1,0.0,1.0,24621.0,0.0,0.0,30.0,154.0,0.0,0.0,0.0,8.0,0,271,1158,1559,3,5,449,2,1,349,820,1431,585,3,252,409,5,357,0,0,1955,3,8,916,0,0,0
0.0,71,0.0,0.0,30359.0,382.0,0.0,3.0,263.0,0.0,0.0,0.0,0.0,45,178,784,920,15,4,94,2,1,446,397,947,640,8,762,1336,8,335,0,0,179,0,2,1049,0,0,1
3.0,0,110.0,7.0,162.0,44.0,4.0,47.0,109.0,1.0,2.0,0.0,44.0,82,111,79,1391,3,4,1275,2,1,1400,119,228,360,2,78,1014,0,578,269,3,785,0,2,332,20,275,0
0.0,36,9.0,0.0,4468.0,0.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,0,12,1576,1351,3,5,716,2,1,349,1209,625,7,2,285,945,0,268,6,3,1333,0,0,219,29,37,0
0.0,1,14.0,31.0,11761.0,196.0,75.0,46.0,273.0,0.0,6.0,0.0,31.0,0,306,1988,1457,32,5,1742,2,1,956,830,2013,292,2,1113,1136,6,43,0,0,2,0,2,311,0,0,0
0.0,0,4.0,2.0,534533.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0,35,99,190,3,4,831,23,0,1532,84,2182,1011,13,1067,1816,8,706,109,2,1243,0,7,262,26,879,0
20.0,0,1.0,0.0,51.0,1.0,20.0,1.0,1.0,1.0,1.0,3.0,1.0,62,116,1988,1457,3,5,755,8,1,749,645,2013,440,2,499,1136,3,125,0,0,2,3,1,311,0,0,1
0.0,0,0.0,3.0,1992.0,5.0,6.0,5.0,5.0,0.0,1.0,0.0,3.0,45,149,357,1500,15,0,224,8,1,1130,70,2110,1060,0,766,2087,1,702,37,2,2119,0,0,156,30,530,0
2.0,0,10.0,2.0,217.0,4.0,2.0,4.0,4.0,1.0,1.0,0.0,2.0,37,125,895,197,3,6,776,2,1,1485,391,987,1030,0,503,1755,0,90,37,3,67,1,0,569,8,867,0
0.0,35,22.0,24.0,2308.0,263.0,5.0,44.0,119.0,0.0,1.0,0.0,24.0,0,228,1205,1381,6,4,290,18,1,349,1057,2146,666,13,856,31,8,165,37,3,1944,3,0,1107,1,412,0
5.0,12,8.0,8.0,4.0,8.0,27.0,32.0,214.0,2.0,6.0,0.0,8.0,0,157,1020,170,15,6,1674,2,1,1385,1249,2242,1159,2,10,2024,4,103,37,3,883,0,0,126,29,425,0
0.0,2,51.0,12.0,6593.0,104.0,13.0,10.0,92.0,0.0,4.0,0.0,12.0,0,12,243,1105,15,4,1723,2,1,1173,31,597,847,3,181,1212,8,217,163,1,1923,5,0,346,29,846,0
3.0,1,1.0,1.0,349.0,1.0,16.0,1.0,1.0,1.0,4.0,0.0,1.0,0,157,698,1798,3,5,405,8,1,1568,562,821,200,13,390,1869,0,736,37,1,2130,0,1,126,29,301,0
0.0,-1,0.0,0.0,1172.0,0.0,0.0,46.0,45.0,0.0,0.0,0.0,0.0,0,219,67,46,15,5,1235,23,1,529,1028,1272,1056,13,1197,308,1,442,0,0,1537,0,8,91,0,0,0
0.0,0,2.0,10.0,1536.0,46.0,1.0,18.0,28.0,0.0,1.0,0.0,10.0,62,207,94,1149,3,5,360,2,1,900,1236,1752,1061,15,764,772,4,709,0,0,2037,0,7,769,0,0,0
0.0,1,9.0,0.0,4674.0,13.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,61,171,1354,851,15,4,87,2,1,589,991,1810,1127,2,232,538,1,485,37,3,1169,0,0,1263,4,889,0
0.0,8,161.0,8.0,43272.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,25.0,45,93,1988,1457,3,4,522,4,1,772,798,2013,105,8,1015,1136,1,767,0,0,2,0,10,311,0,0,0
0.0,0,11.0,32.0,9515.0,356.0,44.0,41.0,890.0,0.0,4.0,0.0,32.0,0,12,1072,327,3,1,1602,2,1,349,659,861,7,2,285,2018,8,268,85,2,1587,0,0,332,29,766,0
1.0,0,2.0,0.0,606.0,3.0,274.0,34.0,652.0,1.0,19.0,0.0,0.0,62,112,1203,1293,3,1,2,2,1,1330,891,1502,145,2,786,1221,3,341,37,1,2067,0,3,527,22,750,0
0.0,0,15.0,17.0,3863.0,74.0,10.0,18.0,63.0,0.0,1.0,0.0,17.0,0,66,1363,1651,27,4,1359,2,1,349,323,1353,457,13,844,2127,8,321,0,0,2138,0,4,816,0,0,0
0.0,0,43.0,7.0,1801.0,81.0,30.0,3.0,165.0,0.0,1.0,0.0,7.0,0,171,1196,930,3,4,1625,2,1,87,349,1843,547,2,232,587,3,485,37,2,525,0,10,629,4,225,0
0.0,2,9.0,5.0,2309.0,92.0,5.0,6.0,54.0,0.0,1.0,0.0,5.0,37,4,561,504,3,5,50,16,1,800,409,267,80,13,187,1988,8,439,37,1,1609,0,1,1227,26,578,0
0.0,577,0.0,8.0,1920.0,214.0,78.0,35.0,922.0,0.0,13.0,1.0,8.0,82,12,2268,1225,15,4,1406,2,1,1145,661,1696,170,13,421,890,4,268,245,3,342,0,0,144,29,382,0
0.0,0,6.0,8.0,41752.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,9.0,0,109,2052,424,3,5,33,2,1,1205,276,690,435,3,1096,1169,8,689,0,0,1832,0,7,255,0,0,0
12.0,10,3.0,1.0,60.0,8.0,12.0,13.0,13.0,1.0,1.0,0.0,3.0,79,66,1322,304,3,4,1507,23,1,657,291,882,125,2,9,380,8,737,0,0,1732,0,0,292,0,0,0
2.0,247,3.0,1.0,1.0,0.0,12.0,1.0,3.0,1.0,2.0,0.0,0.0,37,316,1269,522,3,3,1279,8,1,1431,1256,1281,135,13,394,2134,8,740,0,0,1987,0,0,126,0,0,0
0.0,136,3.0,2.0,9324.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,2.0,0,66,522,355,15,6,1338,2,1,349,128,1285,768,2,864,234,5,334,0,0,870,0,8,1160,0,0,0
1.0,0,1.0,0.0,149.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,82,12,1987,1592,3,4,293,2,1,349,547,1323,259,2,285,819,7,268,283,2,2100,0,5,332,29,483,0
0.0,0,0.0,0.0,40698.0,963.0,0.0,2.0,23.0,0.0,0.0,0.0,2.0,0,271,1654,1559,3,4,503,2,1,872,270,1468,820,2,741,1167,7,124,0,0,1845,0,0,916,0,0,0
1.0,71,2.0,4.0,419.0,7.0,303.0,35.0,609.0,1.0,15.0,0.0,4.0,38,12,1630,1009,3,4,1485,2,1,1208,649,1952,663,9,1064,1679,6,298,280,1,879,0,3,126,29,703,1
0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,61.0,0.0,0.0,0.0,0.0,0,66,334,1513,3,4,1745,23,0,349,1350,173,846,13,343,817,2,80,0,0,1945,0,8,1150,0,0,0
0.0,-1,0.0,0.0,97015.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,56,68,1765,16,8,4,1426,2,0,163,244,1988,1086,2,1188,481,0,257,37,1,2213,0,0,558,1,7,0
0.0,6,0.0,1.0,36606.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,1.0,0,279,888,275,3,1,1465,23,1,378,448,303,807,3,558,1030,8,643,0,0,820,0,0,768,0,0,0
0.0,36,0.0,0.0,34503.0,160.0,0.0,6.0,51.0,0.0,0.0,0.0,0.0,45,105,769,1197,15,5,1568,8,1,58,301,896,533,2,556,1634,7,525,0,0,1962,0,0,513,0,0,0
0.0,0,3.0,0.0,1647.0,51.0,1.0,0.0,45.0,0.0,1.0,0.0,0.0,38,180,1989,1294,15,0,1174,2,1,243,689,1960,327,8,627,667,7,105,37,3,736,0,0,1060,1,31,0
0.0,18,0.0,4.0,3070.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,4.0,0,279,410,275,15,6,628,2,1,600,65,314,1181,3,336,1030,1,182,0,0,850,0,0,768,0,0,0
0.0,306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66,2141,1182,3,6,64,2,0,349,613,192,346,13,216,658,2,768,0,0,1553,3,8,406,0,0,0
0.0,307,4.0,4.0,2826.0,4.0,4.0,4.0,20.0,0.0,2.0,0.0,4.0,0,76,1121,1406,3,6,1244,2,1,349,869,1493,683,2,1155,243,0,685,37,1,170,0,1,978,10,396,0
1.0,614,0.0,4.0,33.0,4.0,1.0,0.0,4.0,1.0,1.0,0.0,3.0,0,314,746,104,15,4,1619,21,1,349,625,1844,1148,3,785,393,7,201,37,2,1033,0,0,1108,29,472,0
2.0,13,2.0,2.0,1419.0,8.0,3.0,3.0,3.0,0.0,1.0,0.0,3.0,0,97,1243,1159,3,5,559,2,1,416,687,10,129,8,591,1690,0,273,0,0,936,0,0,596,0,0,1
0.0,137,3.0,4.0,26187.0,0.0,0.0,4.0,20.0,0.0,0.0,0.0,4.0,0,104,2169,1857,3,6,1058,21,1,349,944,358,1016,2,1022,1971,5,475,0,0,1034,0,6,230,0,0,0
2.0,0,1.0,3.0,331.0,10.0,73.0,15.0,99.0,1.0,8.0,8.0,3.0,37,89,1498,1699,3,6,812,2,1,324,567,1415,1030,13,364,1251,6,173,0,0,1901,0,0,1219,0,0,1
13.0,2,15.0,0.0,17.0,3.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0,164,2009,551,3,0,1311,23,1,595,933,455,698,2,400,321,8,272,37,2,2220,0,10,1052,31,759,0
0.0,0,4.0,0.0,56355.0,440.0,0.0,1.0,177.0,0.0,0.0,0.0,0.0,45,157,419,1795,3,4,584,2,0,969,454,631,606,15,1164,892,7,736,37,3,1929,0,1,126,29,858,0
11.0,47,5.0,6.0,57.0,6.0,24.0,10.0,12.0,1.0,2.0,0.0,6.0,0,37,2404,1042,3,5,93,2,1,173,1313,1865,769,2,1211,1917,8,744,37,2,802,0,0,507,1,220,0
0.0,0,1.0,0.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,66,1480,294,3,0,745,23,1,349,833,1227,1047,2,1042,663,5,213,0,0,1315,0,0,894,0,0,0
1.0,52,127.0,26.0,947.0,140.0,1.0,39.0,34.0,1.0,1.0,0.0,26.0,82,47,1146,1623,3,5,1451,44,1,1076,390,1077,826,13,799,712,7,397,37,3,762,0,10,347,20,773,0
0.0,5,136.0,36.0,4324.0,37.0,3.0,37.0,37.0,0.0,1.0,0.0,37.0,0,251,214,555,3,5,1230,2,1,125,495,860,781,3,1081,256,4,208,89,2,2020,0,7,322,15,144,0
5.0,0,14.0,5.0,1303.0,6.0,31.0,15.0,29.0,0.0,5.0,0.0,5.0,0,95,1974,386,3,0,561,2,1,349,1007,2109,886,2,698,899,8,219,327,3,1060,0,0,332,25,830,1
0.0,0,47.0,14.0,34.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,14.0,14,203,1297,115,3,4,1471,1,1,349,569,1058,101,3,606,1655,5,70,37,1,597,0,3,64,20,578,0
1.0,0,29.0,14.0,4.0,1.0,7.0,14.0,16.0,1.0,3.0,0.0,1.0,37,149,173,1751,3,4,1519,45,1,1032,696,1851,982,13,158,141,8,702,37,1,1486,0,0,139,22,238,1
0.0,9,1.0,6.0,4327.0,247.0,3.0,14.0,94.0,0.0,1.0,0.0,6.0,37,271,1680,1559,3,5,1093,2,1,1552,908,2023,409,13,836,136,0,124,0,0,1049,3,0,916,0,0,0
6.0,0,7.0,1.0,138.0,11.0,6.0,5.0,5.0,2.0,2.0,0.0,5.0,0,176,0,0,12,4,944,2,1,972,1127,0,1147,13,275,0,7,230,0,0,0,5,0,0,0,0,0
2.0,2,6.0,1.0,12.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0,12,1630,1009,3,0,1558,2,1,329,398,1952,859,3,1107,1679,0,298,280,2,879,0,1,126,29,703,0
0.0,146,5.0,5.0,25.0,9.0,8.0,8.0,17.0,0.0,2.0,0.0,5.0,45,66,1786,1303,3,5,1808,2,1,570,381,1639,740,2,179,1788,8,436,0,0,102,0,1,1076,0,0,0
3.0,-1,2.0,1.0,79.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,44,157,569,421,3,0,961,2,1,1167,254,1673,738,2,1207,1726,0,736,37,3,833,0,0,126,29,858,0
0.0,0,21.0,4.0,10121.0,0.0,0.0,7.0,77.0,0.0,0.0,0.0,5.0,0,139,556,377,3,4,682,2,1,1535,1114,1163,103,13,829,1521,1,447,37,1,2117,0,1,866,1,578,0
0.0,0,8.0,1.0,1347.0,13.0,31.0,6.0,122.0,0.0,6.0,0.0,1.0,0,176,0,0,15,1,1206,2,1,1564,580,0,569,2,926,0,8,230,0,0,0,0,0,0,0,0,1
18.0,25,44.0,12.0,329.0,228.0,57.0,13.0,279.0,1.0,8.0,0.0,12.0,0,17,13,1413,3,4,203,2,1,700,477,2140,836,13,424,1980,4,611,0,0,954,0,7,45,0,0,0
0.0,0,2.0,8.0,1632.0,56.0,16.0,37.0,56.0,0.0,4.0,0.0,8.0,45,12,1630,1009,3,5,1474,44,1,1438,271,1952,480,13,242,1679,8,298,280,1,879,0,0,126,29,703,1
6.0,1,4.0,21.0,707.0,32.0,6.0,32.0,34.0,2.0,2.0,0.0,21.0,0,66,1825,1347,3,6,582,2,1,1527,992,941,2,2,338,1706,8,524,0,0,2124,5,1,386,0,0,0
0.0,84,4.0,5.0,7984.0,223.0,2.0,5.0,54.0,0.0,1.0,0.0,5.0,67,271,1680,1559,3,4,448,8,1,525,689,2023,327,13,836,136,7,124,0,0,1049,0,0,916,0,0,0
1.0,1,49.0,9.0,10.0,10.0,1.0,9.0,9.0,1.0,1.0,1.0,9.0,45,149,1018,1722,3,4,212,2,1,349,1284,1280,694,13,158,1705,4,702,51,3,1224,0,1,332,9,275,0
0.0,60,0.0,6.0,3682.0,43.0,5.0,5.0,61.0,0.0,2.0,0.0,6.0,0,42,1680,1559,3,4,488,16,1,784,1055,2023,627,13,250,136,4,530,0,0,1049,0,0,916,0,0,0
0.0,0,42.0,2.0,8939.0,70.0,5.0,2.0,448.0,0.0,3.0,0.0,2.0,0,111,975,1558,15,4,1257,2,1,774,119,60,360,0,1089,1048,8,578,37,2,621,0,10,323,20,918,1
0.0,1,8.0,3.0,3206.0,77.0,5.0,42.0,70.0,0.0,1.0,0.0,28.0,82,134,1158,1559,3,4,1207,8,1,1412,255,1431,1131,2,427,409,8,763,0,0,1955,0,0,916,0,0,0
0.0,1,0.0,5.0,42642.0,164.0,0.0,5.0,153.0,0.0,0.0,0.0,5.0,0,13,39,1457,3,0,1069,8,1,1389,401,1275,315,2,382,455,7,193,0,0,2025,0,0,311,0,0,1
9.0,20,2.0,6.0,1267.0,27.0,10.0,28.0,27.0,0.0,1.0,0.0,6.0,0,52,1,1206,3,2,1670,36,1,243,689,966,327,13,284,1152,8,691,0,0,945,0,1,773,0,0,1
0.0,2,0.0,3.0,1889.0,569.0,1.0,33.0,82.0,0.0,1.0,2.0,3.0,0,10,1395,1813,3,4,727,2,1,349,74,1570,717,13,965,1582,3,391,0,0,38,5,1,986,0,0,0
0.0,28,0.0,0.0,1742.0,6.0,20.0,0.0,15.0,0.0,2.0,0.0,0.0,69,110,1557,366,3,4,48,2,1,349,1019,2004,931,2,725,1522,8,11,0,0,787,0,0,291,0,0,0
25.0,6,3.0,3.0,329.0,3.0,26.0,3.0,3.0,1.0,2.0,3.0,3.0,0,182,149,1550,3,3,1608,16,1,94,1055,2170,627,13,875,289,6,101,330,3,517,0,0,619,21,411,1
0.0,1629,7.0,5.0,7185.0,137.0,2.0,15.0,184.0,0.0,1.0,0.0,11.0,0,66,665,1059,3,4,1275,2,1,1400,119,1683,360,13,521,354,0,520,0,0,391,0,2,745,0,0,0
0.0,1,1.0,4.0,14577.0,0.0,0.0,15.0,430.0,0.0,0.0,0.0,4.0,0,13,1680,1559,3,5,1534,2,1,349,860,2023,159,13,928,136,5,142,0,0,1049,0,0,916,0,0,0
1.0,2,1.0,1.0,768.0,26.0,4.0,22.0,241.0,1.0,4.0,0.0,1.0,0,203,1454,284,3,4,660,23,1,1335,994,1924,755,2,587,1433,0,70,37,1,750,0,2,1112,29,631,0
0.0,-1,0.0,0.0,24842.0,109.0,21.0,10.0,19.0,0.0,2.0,0.0,0.0,38,201,2410,348,15,4,1359,25,1,349,323,783,457,3,1030,1860,8,227,0,0,2036,0,4,296,0,0,0
0.0,31,0.0,0.0,9014.0,255.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0,279,1614,762,3,5,628,23,1,358,65,1700,1181,13,301,423,8,502,0,0,602,0,0,768,0,0,0
2.0,17,1.0,1.0,1434.0,8.0,15.0,8.0,61.0,0.0,3.0,0.0,1.0,45,163,2111,640,3,4,676,21,1,937,1132,182,1041,2,236,1356,8,561,195,2,1016,5,0,324,30,797,0
0.0,12,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,235,1340,147,12,6,1585,2,0,349,1196,2280,1113,2,48,800,2,306,33,2,1702,0,0,363,1,776,0
0.0,2,1.0,18.0,20255.0,0.0,0.0,1.0,1306.0,0.0,0.0,0.0,20.0,0,236,995,1548,15,4,1534,25,1,349,860,1670,159,7,1082,112,5,169,0,0,1590,0,1,235,0,0,0
3.0,28,0.0,0.0,11.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0,279,496,144,3,6,138,31,1,750,321,1949,792,11,20,167,0,104,0,0,472,0,1,846,0,0,0
0.0,32,27.0,4.0,8663.0,171.0,0.0,31.0,58.0,0.0,0.0,0.0,30.0,27,162,1679,1494,3,4,1666,2,1,8,1235,448,246,3,907,1547,8,568,37,1,347,0,1,311,1,656,0
0.0,2,2.0,0.0,256.0,14.0,4.0,0.0,15.0,0.0,2.0,0.0,0.0,2,191,1998,43,3,3,366,2,1,60,499,1133,390,8,1250,1580,3,363,315,2,3,2,0,185,9,720,0
0.0,1,2.0,1.0,3088.0,159.0,1.0,32.0,88.0,0.0,1.0,0.0,1.0,45,318,39,1457,3,4,402,23,1,536,1316,1275,783,2,570,455,4,5,0,0,2025,3,3,311,0,0,0
0.0,22,11.0,1.0,6321.0,51.0,4.0,10.0,56.0,0.0,3.0,0.0,6.0,45,157,1595,1148,3,4,153,23,1,19,834,2131,309,2,1207,1850,8,736,37,3,855,0,1,861,29,611,0
0.0,1,6.0,10.0,2964.0,15.0,1.0,13.0,15.0,0.0,1.0,1.0,10.0,0,13,1158,1559,3,4,894,2,1,349,899,1431,137,3,92,409,4,142,0,0,1955,0,1,916,0,0,0
2.0,66,6.0,8.0,233.0,10.0,14.0,11.0,60.0,1.0,3.0,0.0,8.0,65,66,676,1029,3,4,179,2,1,741,1381,110,735,3,1165,482,8,223,0,0,869,0,2,197,0,0,0
0.0,19,32.0,0.0,1994.0,0.0,0.0,19.0,26.0,0.0,0.0,0.0,3.0,82,68,693,1005,15,4,448,2,1,207,689,2234,327,13,340,1474,1,257,37,1,2202,0,0,1166,1,94,0
0.0,1,777.0,5.0,5.0,375.0,8.0,12.0,693.0,0.0,2.0,0.0,4.0,0,106,990,434,3,0,1127,16,1,638,1248,1901,1149,3,948,1007,4,565,37,1,266,0,0,428,10,451,1
0.0,1,0.0,13.0,537.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,13.0,0,271,1158,1559,3,4,1672,18,1,349,803,1431,674,2,741,409,5,124,0,0,1955,0,10,916,0,0,0
0.0,3,3.0,5.0,23857.0,275.0,2.0,6.0,90.0,0.0,1.0,0.0,5.0,0,279,1671,275,15,6,1568,2,1,58,301,314,533,13,1034,1030,8,209,0,0,850,0,0,768,0,0,1
5.0,-1,9.0,10.0,1415.0,39.0,6.0,37.0,38.0,0.0,1.0,0.0,18.0,37,96,2127,1329,3,4,638,2,1,349,919,2300,216,13,684,1602,5,370,202,2,2127,0,0,332,1,275,0
0.0,75,0.0,2.0,7459.0,16.0,5.0,16.0,45.0,0.0,2.0,0.0,2.0,0,47,393,1073,8,6,1913,2,1,168,981,1990,149,13,799,2076,8,397,218,3,285,0,0,332,19,275,1
1.0,0,18.0,1.0,388.0,102.0,3.0,43.0,138.0,1.0,2.0,0.0,37.0,79,66,2106,1714,9,5,94,2,1,117,397,1889,640,8,197,1118,8,665,0,0,594,0,2,71,0,0,1
3.0,181,3.0,4.0,295.0,50.0,11.0,38.0,175.0,1.0,4.0,0.0,4.0,0,84,374,314,3,4,931,16,1,831,540,914,229,13,240,1497,8,122,0,0,1037,5,1,939,0,0,0
1.0,0,66.0,29.0,25.0,29.0,15.0,28.0,966.0,1.0,7.0,0.0,29.0,45,111,1575,514,3,4,166,2,1,1156,165,1106,396,2,78,95,4,578,97,2,1469,0,2,490,20,89,0
0.0,48,11.0,1.0,13819.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,285,0,0,3,2,1781,2,1,393,1323,0,492,16,384,0,8,659,0,0,0,0,1,0,0,0,0
0.0,-1,0.0,0.0,1376.0,2.0,6.0,2.0,2.0,0.0,3.0,0.0,0.0,45,264,1803,1814,3,6,1873,2,1,349,1034,1129,763,16,279,1662,0,266,0,0,741,0,1,536,0,0,1
0.0,27,0.0,0.0,112878.0,2106.0,0.0,2.0,95.0,0.0,0.0,0.0,0.0,37,66,444,484,3,4,584,23,0,349,454,1559,606,2,997,137,7,710,0,0,775,0,1,858,0,0,0
0.0,28,8.0,1.0,3015.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0,157,1969,586,3,4,183,2,1,349,177,1068,124,13,390,270,5,736,37,1,912,0,1,669,29,544,0
0.0,107,8.0,3.0,12903.0,16.0,13.0,4.0,10.0,0.0,1.0,0.0,3.0,62,157,2036,1564,3,4,567,37,1,369,1309,546,1036,13,390,2119,3,736,37,3,2161,0,0,864,29,589,0
